Publication Name,Parent Company,City,State,Type,Audit Source,Report Date,Sun/Sat,Wkdy
The West New York Reporter,Hudson Reporter Associates,Hoboken,NJ,WKL,CAC,06/2012-AR,"2,662",
The Weston Forum,Hersam Acorn Newspapers,Shelton,CT,WKL,CAC,03/2013-AR,,"1,862"
The Wheeling Intelligencer,"Ogden Newspapers, Inc.",Wheeling,WV,DLY,AAM,03/2013-AR,,"15,271"
The Wilmette Beacon,22nd Century Media,Orland Park,IL,WKL,CAC,06/2013-AR,,"11,384"
The Wilton Bulletin,Hersam Acorn Newspapers,Shelton,CT,WKL,CAC,03/2013-AR,,"2,680"
The Winnetka Current,22nd Century Media,Orland Park,IL,WKL,CAC,06/2013-AR,,"7,807"
The Winsted Journal,"The Lakeville Journal Company, LLC",Lakeville,CT,WKL,CAC,09/2013-AR,,593
This Week and This Week Pennysaver,Newsday Media Group,Melville,NY,WKL,CAC,09/2013-AR,"821,050",
This Week Bexley News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"7,875"
This Week Booster,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"14,881"
This Week Canal Winchester Times,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"11,485"
This Week Community Newspapers,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,See Reports,,
This Week Delaware News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,"16,328",
This Week Dublin Villager,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"20,302"
This Week German Village Gazette,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"4,466"
This Week Grove City Record,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"15,004"
This Week Hilliard Northwest News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"22,268"
This Week Johnstown Independent,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,"6,541",
This Week Licking County News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,"14,968",
This Week Marysville News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,"10,357",
This Week News Albany News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"7,189"
This Week Northland News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"14,850"
This Week Northwest News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"3,423"
This Week Olentangy Valley News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"20,765"
This Week Pickerington Times-Sun,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"11,889"
This Week Reynoldsburg News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"11,376"
This Week Rocky Fork Enterprise,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"14,795"
This Week Southside Shopper,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,"10,804",
This Week Tri-Village News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"4,878"
This Week Upper Arlington News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"18,733"
This Week West Side News,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,"7,893",
This Week Westerville News & Public Opinion,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"26,647"
ThisWeek Whitehall News,The Columbus Dispatch,Whitehall,OH,WKL,AAM,09/2013-AR,,"6,120"
This Week Worthington,The Columbus Dispatch,Lewis Center,OH,WKL,AAM,09/2013-AR,,"18,486"
Times,The Times Inc.,Pawtucket-Central Falls,RI,CND,AAM,03/2014-AR,"5,748","3,994"
Times,Gannett Company Inc.,Shreveport,LA,DLY,AAM,12/2012-AR,"47,490","35,962"
Times,"Advance Publications, Inc.",Trenton,NJ,DLY,AAM,03/2013-AR,"38,384","34,467"
Times & Courier,GateHouse Media,Clinton,MA,WKL,AAM,03/2013-AR,,318
Times And Democrat,"Lee Enterprises, Incorporated",Orangeburg,SC,CND,AAM,03/2014-AR,"11,813","11,416"
Times Argus,Times Argus,Barre-Montpelier,VT,CND,AAM,03/2012-AR,"7,698","7,068"
Times Chronicle,Journal Register Publishing Company,Ft. Washington,PA,WKL,CAC,06/2013-AR,,"2,300"
Times Daily,"Tennessee Valley Printing Co., Inc.",Florence,AL,DLY,AAM,06/2013-AR,"25,224","23,110"
Times Herald,21st Century Media,Norristown,PA,CND,AAM,03/2012-AR,"19,365","9,991"
Times Herald,Gannett Company Inc.,Port Huron,MI,CND,AAM,09/2012-AR,"27,493","16,727"
Times Herald-Record,"Local Media Group, Inc.",Middletown,NY,DLY,AAM,12/2013-AR,"58,974","47,680"
Times Leader,"Ogden Newspapers, Inc.",Martins Ferry,OH,CND,AAM,03/2013-AR,"15,233","12,004"
Times Leader,Impressions Media,Wilkes-Barre,PA,DLY,AAM,12/2012-AR,"55,633","38,121"
Times Leader-Bazaar,Impressions Media,Wilkes-Barre,PA,BE,AAM,12/2012-AR,,"30,633"
Times Leader-Sunday Dispatch,Impressions Media,Wilkes-Barre,PA,BE,AAM,12/2012-AR,"6,682",
Times Leader-Sunday Select,Impressions Media,Wilkes-Barre,PA,BE,AAM,12/2012-AR,"4,997",
Times Leader-The Abington Journal,Impressions Media,Wilkes-Barre,PA,BE,AAM,12/2012-AR,,"1,383"
Times Leader-The Dallas Post,Impressions Media,Wilkes-Barre,PA,BE,AAM,12/2012-AR,"5,757",
Times Ledger Newspapers,Community Newspaper Group,Bayside,NY,WKL,CAC,12/2013-AR,,"45,114"
Times News,Pencor Services,Lehighton,PA,CND,AAM,09/2013-AR,,"11,518"
Times News,Halifax Media Holdings LLC,Hendersonville,NC,CND,AAM,09/2012-AR,"13,043","12,169"
Times Observer,"Ogden Newspapers, Inc.",Warren,PA,CND,AAM,06/2012-AR,"8,748","8,572"
Times of Northwest Indiana,"Lee Enterprises, Incorporated",Munster,IN,DLY,AAM,06/2013-AR,"90,611","87,679"
Times Record News,E.W. Scripps Co.,Wichita Falls,TX,DLY,AAM,12/2013-AR,"23,988","20,888"
Times Recorder,Gannett Company Inc.,Zanesville,OH,CND,AAM,03/2013-AR,"14,364","11,959"
Times Reporter,GateHouse Media,New Philadelphia-Dover,OH,CND,AAM,12/2012-AR,"18,709","18,244"
Times Standard,"MediaNews Group, Inc.",Eureka,CA,CND,AAM,09/2013-AR,"20,372","18,981"
TIMES UNION,Hearst Newspapers,Albany,NY,DLY,AAM,09/2013-AR,"116,950","76,192"
Times West Virginian,"Community Newspaper Holdings, Inc. (CNHI)",Fairmont,WV,CND,AAM,03/2012-AR,"11,784","10,935"
Times-Colonist,TC Publication Limited Partnership,Victoria,BC,DLY,AAM,12/2011-AR,"58,723","60,459"
Times-News,"Lee Enterprises, Incorporated",Twin Falls,ID,CND,AAM,09/2013-AR,"19,630","16,586"
Times-News,Times-News Publishing Company,Burlington,NC,DLY,CAC,12/2012-AR,"21,934","19,053"
Times-Picayune,"Advance Publications, Inc.",New Orleans,LA,DLY,AAM,03/2013-AR,"175,050","31,079"
Times-Republican,"Ogden Newspapers, Inc.",Marshalltown,IA,CND,AAM,06/2013-AR,"8,108","7,736"
Times-Tribune,Scranton Times-Tribune,Scranton,PA,DLY,AAM,12/2012-AR,"62,375","47,137"
Times-Tribune-Yes! Your Essential Shopper,Scranton Times-Tribune,Scranton,PA,BE,AAM,Click Qtrly,,
Times-Union,Times-Union,Warsaw,IN,DLY,CAC,06/2013-AR,"9,662","9,241"
Times-Yes! Your Essential Shopper,Gannett Company Inc.,Shreveport,LA,BE,AAM,Click Qtrly,,
TimesLedger,Community Newspaper Group,Brooklyn,NY,WKL,CAC,12/2013-AR,,"9,280"
Today's Pulse of Butler County,"Cox Media Group Ohio, Inc.",Liberty Township,OH,WKL,AAM,03/2014-AR,"43,604",
Today's Pulse of Warren County,"Cox Media Group Ohio, Inc.",Lebanon,OH,WKL,AAM,03/2014-AR,"38,974",
Tonawanda News,"Community Newspaper Holdings, Inc. (CNHI)",North Tonawanda,NY,DLY,AAM,09/2013-AR,"4,030","4,491"
Topeka Capital Journal,Morris Publishing Group,Topeka,KS,DLY,AAM,06/2013-AR,"40,301","34,701"
Town News,North Jersey Media Group,Ridgewood,NJ,WKL,AAM,12/2013-AR,,"8,902"
Town of Paradise Valley Independent,Independent Newsmedia Inc USA,Phoenix,AZ,WKL,CAC,12/2012-AR,,"7,763"
Town Times,Prime Publisher's Inc.,Southbury,CT,WKL,CAC,09/2013-AR,,"14,649"
Township Journal,Straus Newspapers,Newton,NJ,WKL,CAC,06/2013-AR,,"12,888"
Towson Times,Patuxent Publishing Company,Baltimore,MD,WKL,CAC,09/2013-AR,,"36,211"
Traverse City Record-Eagle,"Community Newspaper Holdings, Inc. (CNHI)",Traverse City,MI,CND,AAM,12/2013-AR,"26,321","19,807"
Treasure Coast News/Press-Tribune,E.W. Scripps Co.,Stuart,FL,DLY,AAM,06/2013-AR,,
Treasure Coast News/Press-Tribune-St. Lucie News Tribune,E.W. Scripps Co.,Stuart,FL,BE,AAM,06/2013-AR,"34,004","27,621"
Treasure Coast News/Press-Tribune-The Indian River Press Journal,E.W. Scripps Co.,Stuart,FL,BE,AAM,06/2013-AR,"27,440","24,360"
Treasure Coast News/Press-Tribune-The Stuart News,E.W. Scripps Co.,Stuart,FL,BE,AAM,06/2013-AR,"23,532","19,446"
Trentonian,21st Century Media,Trenton,NJ,DLY,AAM,03/2012-AR,"20,277","29,760"
Tri Town News,Greater Media Newspapers,Manalapan,NJ,WKL,CAC,09/2013-AR,,"27,827"
Tri Town Transcript,GateHouse Media,Boxford,MA,WKL,AAM,03/2013-AR,,"2,931"
Tri-City Herald,McClatchy Company,Pasco-Kennewick-Richland,WA,DLY,AAM,12/2013-AR,"31,290","26,853"
Tribune,McClatchy Company,San Luis Obispo,CA,DLY,AAM,09/2012-AR,"37,885","33,365"
Tribune Chronicle,"Ogden Newspapers, Inc.",Warren,OH,DLY,AAM,12/2012-AR,"29,095","24,979"
Tribune Democrat,"Community Newspaper Holdings, Inc. (CNHI)",Johnstown,PA,DLY,AAM,03/2013-AR,"35,317","32,060"
Tribune Metro,"Philadelphia Tribune Company, Inc.",Philadelphia,PA,WKL,AAM,09/2013-AR,,"113,830"
Tribune Review,Trib Total Media,Pittsburgh,PA,DLY,AAM,03/2013-AR,"213,067","200,502"
Tribune Review-Bridgeville Area News,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"8,783"
Tribune Review-Cranberry Journal,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"15,873"
Tribune Review-Daily Courier,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,"6,121","5,838"
Tribune Review-Hampton Journal,Trib Total Media,Pittsburgh,PA,BE,AAM,Click Qtrly,,
Tribune Review-Leader Times,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,"7,215","7,253"
Tribune Review-Mcknight Journal,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"17,181"
Tribune Review-Murrysville Star,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"11,582"
Tribune Review-North Journal,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"16,379"
Tribune Review-Norwin Star,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"19,112"
Tribune Review-Penn Hills Progress,Trib Total Media,Pittsburgh,PA,BE,AAM,Click Qtrly,,
Tribune Review-Penn Trafford Star,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"7,982"
Tribune Review-Pine Creek Journal,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"20,545"
Tribune Review-Plum Advance Leader,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"10,707"
Tribune Review-Sewickley Herald,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"8,846"
Tribune Review-Shaler Journal,Trib Total Media,Pittsburgh,PA,BE,AAM,Click Qtrly,,
Tribune Review-South Hills Record,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"3,481"
Tribune Review-The Daily News,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,"10,764","10,815"
Tribune Review-The Dispatch,Trib Total Media,Pittsburgh,PA,BE,AAM,Click Qtrly,,
Tribune Review-The Herald,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"2,596"
Tribune Review-The Independent-Observer,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"1,715"
Tribune Review-The Jeannette Spirit,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"1,449"
Tribune Review-The Ligonier Echo,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"3,546"
Tribune Review-The Mount Pleasant Journal,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"3,180"
Tribune Review-The Signal Item,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"9,231"
Tribune Review-The Times Express,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"16,042"
Tribune Review-The Times-Sun,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,,"1,903"
Tribune Review-The Valley Independent,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,"10,282","10,408"
Tribune Review-Valley News Dispatch,Trib Total Media,Pittsburgh,PA,BE,AAM,03/2013-AR,"24,770","22,843"
Tribune-Star,"Community Newspaper Holdings, Inc. (CNHI)",Terre Haute,IN,CND,AAM,03/2014-AR,"21,422","18,126"
Tribune-Yes! Your Essential Shopper,McClatchy Company,San Luis Obispo,CA,BE,AAM,Click Qtrly,,
Troy Times,C&G Publishing,Warren,MI,WKL,CAC,03/2013-AR,,"31,401"
Tulsa World,Berkshire Hathaway Media Group,Tulsa,OK,DLY,AAM,03/2013-AR,"132,195","95,035"
Tuscaloosa News,Halifax Media Holdings LLC,Tuscaloosa,AL,DLY,AAM,03/2012-AR,"31,536","28,147"
22nd Century Media,22nd Century Media,Orland Park,IL,WKL,CAC,06/2013-AR,,"145,167"
Twin Boro News,North Jersey Media Group,Cresskill,NJ,WKL,AAM,12/2013-AR,,"15,459"
Twinsburg Bulletin,Dix Communications,Ravenna,OH,WKL,CAC,03/2012-AR,,"9,032"
Tyler Morning Telegraph,TBB Printing Ltd,Tyler,TX,DLY,AAM,09/2013-AR,"27,176","23,040"
U-T San Diego,San Diego Union-Tribune LLC,San Diego,CA,DLY,AAM,12/2012-AR,"360,297","221,281"
U-T San Diego-Enlace,San Diego Union-Tribune LLC,San Diego,CA,BE,AAM,12/2012-AR,"97,945","97,945"
U-T San Diego-Night And Day,San Diego Union-Tribune LLC,San Diego,CA,BE,AAM,12/2012-AR,,"30,476"
U-T San Diego-North County Times,San Diego Union-Tribune LLC,San Diego,CA,BE,AAM,12/2012-AR,"9,139","7,219"
U-T San Diego-Sdextra,San Diego Union-Tribune LLC,San Diego,CA,BE,AAM,12/2012-AR,"61,482",
U-T San Diego-Sunday'S Best,San Diego Union-Tribune LLC,San Diego,CA,BE,AAM,12/2012-AR,"2,675",
U-T San Diego-The Californian,San Diego Union-Tribune LLC,San Diego,CA,BE,AAM,12/2012-AR,"2,915","2,188"
U-T San Diego-Vida Latina,San Diego Union-Tribune LLC,San Diego,CA,BE,AAM,12/2012-AR,,"26,172"
Ukiah Daily Journal,Ukiah Daily Journal,Ukiah,CA,CND,AAM,09/2012-AR,"5,886","5,440"
Tukwila Reporter,Sound Publishing,Kent,WA,WKL,CAC,03/2012-AR,,"10,348"
Union Democrat,Union Democrat Corp.,Sonora,CA,CND,AAM,03/2014-AR,,"9,073"
USA Today,Gannett Company Inc.,Washington,DC,DLY,AAM,12/2012-AR,,"1,739,338"
USA Today-International,Gannett Company Inc.,Washington,DC,BE,AAM,Click Qtrly,,
USA Today-Sports Weekly,Gannett Company Inc.,Washington,DC,BE,AAM,Click Qtrly,,
USA Today-Usa Today Local/Life,Gannett Company Inc.,Washington,DC,BE,AAM,Click Qtrly,,
USA Weekend,Gannett Company Inc.,New York,NY,DLY,AAM,See Reports,,
"Valassis Direct Mail, Inc. - Cincinnati","Valassis Communications, Inc.",Florence,KY,WKL,CAC,12/2013-AR,"734,594",
Valley Morning Star,"Aim Media Texas, LLC",Harlingen,TX,CND,AAM,03/2013-AR,"16,525","14,555"
Valley Morning Star-Coastal Current Weekly,"Aim Media Texas, LLC",Harlingen,TX,BE,AAM,Click Qtrly,,
Valley Morning Star-El Extra,"Aim Media Texas, LLC",Harlingen,TX,BE,AAM,Click Qtrly,,
Valley Morning Star-Super Sunday,"Aim Media Texas, LLC",Harlingen,TX,BE,AAM,Click Qtrly,,
Valley News,Newspapers of New Hampshire,West Lebanon,NH,DLY,CAC,09/2012-AR,"16,943","15,864"
Vancouver Sun,Postmedia Network Inc.,Vancouver,BC,DLY,AAM,12/2013-AR,"176,204","155,312"
Ventura County Star,E.W. Scripps Co.,Camarillo,CA,DLY,AAM,09/2013-AR,"66,492","52,758"
Vernon Morning Star,"Black Press Group, Ltd.",Vernon,BC,WKL,AAM,12/2013-AR,,"32,366"
Victor Post,Messenger Post Newspapers,Canandaigua,NY,WKL,CAC,06/2012-AR,,"6,676"
Victoria Advocate,Victoria Advocate Publishing Co.,Victoria,TX,DLY,AAM,09/2012-AR,"28,649","26,397"
Victoria News,"Black Press Group, Ltd.",Victoria,BC,WKL,AAM,03/2014-AR,,"23,341"
Vida En El Valle,McClatchy Company,Fresno,CA,WKL,AAM,03/2014-AR,,"159,150"
Villager (Northborough/Southborough),GateHouse Media,Southborough & Northborough,MA,WKL,AAM,03/2013-AR,,609
Villages Daily Sun,The Villages Operating Company,The Villages,FL,DLY,AAM,03/2014-AR,"45,905","44,108"
Vindicator,Vindicator Printing Company,Youngstown,OH,DLY,AAM,12/2013-AR,"53,738","48,946"
Virginian-Pilot,"Landmark Media Enterprises, LLC",Norfolk-Portsmouth-Virginia Beach-Chesapeake,VA,DLY,AAM,12/2013-AR,"155,396","124,840"
Visalia Times-Delta,Gannett Company Inc.,Visalia,CA,CND,AAM,03/2014-AR,146,"16,115"
Vision,"Vision, Inc.",Mayaguez,PR,WKL,CAC,12/2012-AR,,"53,508"
Vista Magazine,,Brooklyn,NY,WKL,CAC,See Reports,,
Voices,Prime Publisher's Inc.,Southbury,CT,WKL,CAC,09/2013-AR,,"29,226"
Voices Weekender,Prime Publisher's Inc.,Southbury,CT,WKL,CAC,09/2013-AR,"33,119",
W. Bloomfield Beacon,C&G Publishing,Warren,MI,WKL,CAC,03/2013-AR,,"27,216"
Waco Tribune-Herald,"Midlands Newspapers, Inc.",Waco,TX,DLY,AAM,06/2012-AR,"38,582","33,238"
Wakefield Observer,GateHouse Media,Wakefield,MA,WKL,AAM,03/2013-AR,,538
Wall Street Journal Eastern Central Western,Dow Jones/A News Corporation Co.,New York,NY,DLY,AAM,09/2013-AR,"2,353,872","2,320,915"
Walla Walla Union-Bulletin,"Walla Walla Union-Bulletin, Inc.",Walla Walla,WA,CND,AAM,09/2012-AR,"12,950","13,315"
Waltham News Tribune,GateHouse Media,Waltham,MA,WKL,AAM,03/2013-AR,,"2,759"
Wareham Courier,Memorial Press Group Newspapers,Marshfield,MA,WKL,CAC,09/2013-AR,,"1,803"
Warren Weekly,C&G Publishing,Warren,MI,WKL,CAC,03/2013-AR,,"55,444"
Warwick Advertiser,Straus Newspapers,Warwick,NY,WKL,CAC,06/2013-AR,,"9,639"
Waseca Area Shopper,Southern Minnesota Media,Faribault,MN,WKL,CAC,12/2013-AR,,"8,398"
Waseca County News/Waseca Area Shopper,Southern Minnesota Media,Faribault,MN,WKL,CAC,12/2013-AR,,"10,619"
Waseca News,Southern Minnesota Media,Faribault,MN,WKL,CAC,12/2013-AR,,"2,221"
Washington Afro-American & Washington,Afro-American Co. of Baltimore City,Washington,DC,CNW,AAM,09/2012-AR,"7,108",
Washington Examiner,Washington Examiner,Washington,DC,WKL,CAC,09/2013-AR,,"46,651"
Washington Missourian,Missourian Publishing Co.,Washington,MO,CNW,AAM,12/2013-AR,"14,417","13,865"
Washington Post,"Nash Holdings, LLC",Washington,DC,DLY,AAM,09/2013-AR,"647,075","454,938"
Washington Post-Savings Now!,"Nash Holdings, LLC",Washington,DC,BE,AAM,09/2013-AR,"171,788","3,263"
Watertown Daily Times,Johnson Newspaper Corp.,Watertown,NY,DLY,AAM,12/2011-AR,"24,958","21,131"
Watertown Public Opinion,United Communications Corporation,Watertown,SD,CND,AAM,06/2012-AR,"11,739","10,951"
Watertown Tab,GateHouse Media,Watertown,MA,WKL,AAM,03/2013-AR,,"2,184"
Wausau Daily Herald,Gannett Company Inc.,Wausau,WI,CND,AAM,06/2012-AR,"41,646","15,847"
Wayne Post,Messenger Post Newspapers,Canandaigua,NY,WKL,CAC,06/2012-AR,,"3,397"
Wayzata,ECM-Sun Group LLC,Eden Prairie,MN,WKL,CAC,09/2012-AR,,"4,176"
Webster Post,Messenger Post Newspapers,Canandaigua,NY,WKL,CAC,06/2012-AR,,"8,617"
Weekend Advocate,Civitas Media,Greenville,OH,WKL,CAC,06/2013-AR,"25,963",
Weirton Daily Times,"Nutting Newspapers, Inc.",Weirton,WV,CND,AAM,12/2012-AR,"4,544","4,314"
Wellesley Townsman,GateHouse Media,Wellesley,MA,WKL,AAM,03/2013-AR,,"4,665"
The Wenatchee World,Wenatchee Publishing,Wenatchee,WA,DLY,CAC,09/2012-AR,"34,701","30,384"
West Essex Tribune,"West Essex Tribune, Inc.",Livingston,NJ,CNW,AAM,12/2012-AR,,"5,680"
West Hawaii Today,Stephens Media Group,Kailua-Kona,HI,DLY,CAC,03/2012-AR,"12,699","10,767"
West Roxbury Transcript,GateHouse Media,West Roxbury,MA,WKL,AAM,03/2013-AR,,"1,009"
West Shore Sun,"Advance Publications, Inc.",Cleveland,OH,WKL,AAM,09/2013-AR,,"10,281"
West Southwest and South Philadelphia Metro Edition,"Philadelphia Tribune Company, Inc.",Philadelphia,PA,WKL,AAM,09/2012-AR,,"36,096"
Westborough News,GateHouse Media,Westborough,MA,WKL,AAM,03/2013-AR,,"2,004"
Westford Eagle,GateHouse Media,Westford,MA,WKL,AAM,03/2013-AR,,"2,509"
Westland Observer,Gannett Newspapers,Livonia,MI,WKL,CAC,03/2012-AR,"7,478","6,987"
Westmont Progress,Shaw Media,Burr Ridge,IL,WKL,CAC,03/2013-AR,,"3,496"
Weston Town Crier & Tab,GateHouse Media,Weston,MA,WKL,AAM,03/2013-AR,,"1,717"
Westport Minuteman,21st Century Media,Westport,CT,WKL,CAC,12/2011-AR,,"11,304"
Westwood Press,GateHouse Media,Westwood,MA,WKL,AAM,03/2013-AR,,826
Weymouth News,GateHouse Media,Weymouth,MA,WKL,AAM,03/2013-AR,,"2,836"
Wheaton Leader,Shaw Media,Burr Ridge,IL,WKL,CAC,03/2013-AR,,"10,175"
Wheeling News Register,"Ogden Newspapers, Inc.",Wheeling,WV,DLY,AAM,03/2013-AR,,"9,808"
Whidbey Crosswind,Sound Publishing,Coupeville,WA,WKL,CAC,03/2012-AR,,"6,083"
Whidbey News Times,Sound Publishing,Coupeville,WA,WKL,CAC,03/2012-AR,,"4,255"
Whidbey News Times (TMC),Sound Publishing,Coupeville,WA,WKL,CAC,03/2012-AR,,"6,854"
Whitehorse Star,Whitehorse Star (77) Ltd.,Whitehorse,YT,DLY,AAM,06/2013-AR,,"2,042"
Wichita Eagle,McClatchy Company,Wichita,KS,DLY,AAM,12/2013-AR,"84,199","64,860"
Wichita Eagle-Sunday Select Yes!,McClatchy Company,Wichita,KS,BE,AAM,Click Qtrly,,
Wildwood Leader,Catamaran Media,Egg Harbor Twp,NJ,WKL,CAC,09/2013-AR,,"4,361"
Willow Grove Guide,Journal Register Publishing Company,Ft. Washington,PA,WKL,CAC,06/2013-AR,,376
Wilmington Advocate,GateHouse Media,Needham,MA,WKL,AAM,03/2014-AR,,"1,978"
Wilson Daily Times,"Wilson Daily Times, Inc.",Wilson,NC,DLY,CAC,03/2012-AR,,"12,438"
Winchester Star,"Winchester Evening Star, Inc.",Winchester,VA,CND,AAM,09/2013-AR,"22,968","18,649"
Winchester Star,GateHouse Media,Winchester,MA,WKL,AAM,03/2013-AR,,"2,910"
Windsor Now,Greeley Publishing Co.,Windsor,CO,WKL,CAC,12/2012-AR,"7,339",
Windsor Star,Postmedia Network Inc.,Windsor,ON,DLY,AAM,03/2013-AR,"54,291","51,879"
Windsor-Hights Herald,"The Princeton Packet, Inc.",Princeton,NJ,WKL,CAC,06/2012-AR,,"4,425"
Winnipeg Free Press,FP Canadian Newspapers Limited Partnership,Winnipeg,MB,DLY,AAM,03/2013-AR,"140,329","108,147"
Winona Daily News,"Lee Enterprises, Incorporated",Winona,MN,CND,AAM,03/2014-AR,"9,626","8,396"
Winston-Salem Journal,"BH Media Group Holdings, Inc.",Winston-Salem,NC,DLY,AAM,09/2013-AR,"66,304","51,541"
Wisconsin State Journal,"Lee Enterprises, Incorporated",Madison,WI,DLY,AAM,03/2013-AR,"111,063","82,903"
Woburn Advocate,GateHouse Media,Needham,MA,WKL,AAM,03/2014-AR,,"4,852"
Women's Wear Daily,Advance Magazine Publishers Inc.,New York,NY,DLY,AAM,09/2013-AR,,"57,804"
Woodward Talk,C&G Publishing,Warren,MI,WKL,CAC,03/2013-AR,,"20,052"
World,"Lee Enterprises, Incorporated",Coos Bay - North Bend,OR,CND,AAM,12/2012-AR,"9,622","9,201"
Yakima Herald Republic,Seattle Times Company,Yakima,WA,DLY,AAM,12/2012-AR,"31,906","30,250"
Yakima Herald Republic-El Sol De Yakima,Seattle Times Company,Yakima,WA,BE,AAM,12/2012-AR,,
Yakima Herald Republic-Slice Of Valley Life,Seattle Times Company,Yakima,WA,BE,AAM,12/2012-AR,,
Yonkers/ Mt. Vernon Express,The Journal News,White Plains,NY,WKL,AAM,03/2014-AR,,"86,479"
York Daily Record,Digital First Media,York,PA,DLY,AAM,09/2013-AR,"69,964","61,203"
YORK DAILY RECORD/SUNDAY,Digital First Media,York,PA,DLY,AAM,09/2013-AR,"83,887","80,890"
YORK DAILY RECORD/SUNDAY-York Extra Super Saver,Digital First Media,York,PA,BE,AAM,Click Qtrly,,
York Dispatch/News,Digital First Media,York,PA,DLY,AAM,09/2013-AR,,"23,021"
Ypsilanti Courier,"Heritage Newspapers, Inc.",Southgate,MI,WKL,CAC,03/2014-AR,,"5,292"
Yuma Sun,Newspapers of SW Arizona,Yuma,AZ,DLY,CAC,06/2013-AR,"16,421","14,179"
